time,enrolled,available,waitlisted,total,course,quarter,pass,priority
2024-02-27,4.0,16.0,0.0,20.0,ANTH 230,SP 24,2,4
2024-03-02,4.0,16.0,0.0,20.0,ANTH 230,SP 24,3,6
2024-02-17,0.0,40.0,0.0,40.0,ANTH 24,SP 24,1,1
2024-02-18,0.0,40.0,0.0,40.0,ANTH 24,SP 24,1,2
2024-02-19,0.0,40.0,0.0,40.0,ANTH 24,SP 24,1,3
2024-02-20,0.0,40.0,0.0,40.0,ANTH 24,SP 24,1,4
2024-02-24,2.0,38.0,0.0,40.0,ANTH 24,SP 24,2,1
2024-02-25,2.0,38.0,0.0,40.0,ANTH 24,SP 24,2,2
2024-02-26,2.0,38.0,0.0,40.0,ANTH 24,SP 24,2,3
2024-02-27,3.0,37.0,0.0,40.0,ANTH 24,SP 24,2,4
2024-03-02,20.0,20.0,0.0,40.0,ANTH 24,SP 24,3,6
2024-02-17,0.0,25.0,0.0,25.0,ANTH 260,SP 24,1,1
2024-02-18,0.0,25.0,0.0,25.0,ANTH 260,SP 24,1,2
2024-02-19,0.0,25.0,0.0,25.0,ANTH 260,SP 24,1,3
2024-02-20,2.0,23.0,0.0,25.0,ANTH 260,SP 24,1,4
2024-02-24,16.0,9.0,0.0,25.0,ANTH 260,SP 24,2,1
2024-02-25,16.0,9.0,0.0,25.0,ANTH 260,SP 24,2,2
2024-02-26,17.0,8.0,0.0,25.0,ANTH 260,SP 24,2,3
2024-02-27,17.0,8.0,0.0,25.0,ANTH 260,SP 24,2,4
2024-03-02,18.0,7.0,0.0,25.0,ANTH 260,SP 24,3,6
2024-02-17,0.0,5.0,0.0,5.0,ANTH 272,SP 24,1,1
2024-02-18,0.0,5.0,0.0,5.0,ANTH 272,SP 24,1,2
2024-02-19,0.0,5.0,0.0,5.0,ANTH 272,SP 24,1,3
2024-02-20,0.0,5.0,0.0,5.0,ANTH 272,SP 24,1,4
2024-02-24,2.0,3.0,0.0,5.0,ANTH 272,SP 24,2,1
2024-02-25,2.0,3.0,0.0,5.0,ANTH 272,SP 24,2,2
2024-02-26,2.0,3.0,0.0,5.0,ANTH 272,SP 24,2,3
2024-02-27,2.0,3.0,0.0,5.0,ANTH 272,SP 24,2,4
2024-03-02,2.0,3.0,0.0,5.0,ANTH 272,SP 24,3,6
2024-02-17,0.0,5.0,0.0,5.0,ANTH 273,SP 24,1,1
2024-02-18,0.0,5.0,0.0,5.0,ANTH 273,SP 24,1,2
2024-02-19,0.0,5.0,0.0,5.0,ANTH 273,SP 24,1,3
2024-02-20,0.0,5.0,0.0,5.0,ANTH 273,SP 24,1,4
2024-02-24,2.0,3.0,0.0,5.0,ANTH 273,SP 24,2,1
2024-02-25,2.0,3.0,0.0,5.0,ANTH 273,SP 24,2,2
2024-02-26,3.0,2.0,0.0,5.0,ANTH 273,SP 24,2,3
2024-02-27,3.0,2.0,0.0,5.0,ANTH 273,SP 24,2,4
2024-03-02,4.0,1.0,0.0,5.0,ANTH 273,SP 24,3,6
2024-02-17,0.0,25.0,0.0,25.0,ANTH 288,SP 24,1,1
2024-02-18,0.0,25.0,0.0,25.0,ANTH 288,SP 24,1,2
2024-02-19,0.0,25.0,0.0,25.0,ANTH 288,SP 24,1,3
2024-02-20,0.0,25.0,0.0,25.0,ANTH 288,SP 24,1,4
2024-02-24,1.0,24.0,0.0,25.0,ANTH 288,SP 24,2,1
2024-02-25,1.0,24.0,0.0,25.0,ANTH 288,SP 24,2,2
2024-02-26,1.0,24.0,0.0,25.0,ANTH 288,SP 24,2,3
2024-02-27,1.0,24.0,0.0,25.0,ANTH 288,SP 24,2,4
2024-03-02,1.0,24.0,0.0,25.0,ANTH 288,SP 24,3,6
2024-02-17,0.0,51.0,0.0,51.0,ANTH 295,SP 24,1,1
2024-02-18,0.0,51.0,0.0,51.0,ANTH 295,SP 24,1,2
2024-02-19,0.0,51.0,0.0,51.0,ANTH 295,SP 24,1,3
2024-02-20,0.0,51.0,0.0,51.0,ANTH 295,SP 24,1,4
2024-02-24,1.0,50.0,0.0,51.0,ANTH 295,SP 24,2,1
2024-02-25,3.0,48.0,0.0,51.0,ANTH 295,SP 24,2,2
2024-02-26,3.0,48.0,0.0,51.0,ANTH 295,SP 24,2,3
2024-02-27,3.0,48.0,0.0,51.0,ANTH 295,SP 24,2,4
2024-03-02,3.0,48.0,0.0,51.0,ANTH 295,SP 24,3,6
2024-02-17,0.0,63.0,0.0,63.0,ANTH 296,SP 24,1,1
2024-02-18,0.0,63.0,0.0,63.0,ANTH 296,SP 24,1,2
2024-02-19,0.0,63.0,0.0,63.0,ANTH 296,SP 24,1,3
2024-02-20,0.0,63.0,0.0,63.0,ANTH 296,SP 24,1,4
2024-02-24,8.0,55.0,0.0,63.0,ANTH 296,SP 24,2,1
2024-02-25,8.0,55.0,0.0,63.0,ANTH 296,SP 24,2,2
2024-02-26,8.0,55.0,0.0,63.0,ANTH 296,SP 24,2,3
2024-02-27,8.0,55.0,0.0,63.0,ANTH 296,SP 24,2,4
2024-03-02,8.0,55.0,0.0,63.0,ANTH 296,SP 24,3,6
2024-02-17,0.0,120.0,0.0,120.0,ANTH 3,SP 24,1,1
2024-02-18,4.0,116.0,0.0,120.0,ANTH 3,SP 24,1,2
2024-02-19,4.0,116.0,0.0,120.0,ANTH 3,SP 24,1,3
2024-02-20,5.0,115.0,0.0,120.0,ANTH 3,SP 24,1,4
2024-02-24,14.0,106.0,0.0,120.0,ANTH 3,SP 24,2,1
2024-02-25,14.0,106.0,0.0,120.0,ANTH 3,SP 24,2,2
2024-02-26,14.0,106.0,0.0,120.0,ANTH 3,SP 24,2,3
2024-02-27,15.0,105.0,0.0,120.0,ANTH 3,SP 24,2,4
2024-03-02,40.0,80.0,0.0,120.0,ANTH 3,SP 24,3,6
2024-02-17,0.0,12.0,0.0,12.0,AUD 236,SP 24,1,1
2024-02-18,0.0,12.0,0.0,12.0,AUD 236,SP 24,1,2
2024-02-19,0.0,12.0,0.0,12.0,AUD 236,SP 24,1,3
2024-02-20,0.0,12.0,0.0,12.0,AUD 236,SP 24,1,4
2024-02-24,1.0,11.0,0.0,12.0,AUD 236,SP 24,2,1
2024-02-25,1.0,11.0,0.0,12.0,AUD 236,SP 24,2,2
2024-02-26,1.0,11.0,0.0,12.0,AUD 236,SP 24,2,3
2024-02-27,1.0,11.0,0.0,12.0,AUD 236,SP 24,2,4
2024-03-02,1.0,11.0,0.0,12.0,AUD 236,SP 24,3,6
2024-02-17,0.0,12.0,0.0,12.0,AUD 260,SP 24,1,1
2024-02-18,0.0,12.0,0.0,12.0,AUD 260,SP 24,1,2
2024-02-19,0.0,12.0,0.0,12.0,AUD 260,SP 24,1,3
2024-02-20,0.0,12.0,0.0,12.0,AUD 260,SP 24,1,4
2024-02-24,3.0,9.0,0.0,12.0,AUD 260,SP 24,2,1
2024-02-25,3.0,9.0,0.0,12.0,AUD 260,SP 24,2,2
2024-02-26,3.0,9.0,0.0,12.0,AUD 260,SP 24,2,3
2024-02-27,3.0,9.0,0.0,12.0,AUD 260,SP 24,2,4
2024-03-02,8.0,4.0,0.0,12.0,AUD 260,SP 24,3,6
2024-02-17,0.0,12.0,0.0,12.0,AUD 272,SP 24,1,1
2024-02-18,0.0,12.0,0.0,12.0,AUD 272,SP 24,1,2
2024-02-19,0.0,12.0,0.0,12.0,AUD 272,SP 24,1,3
2024-02-20,0.0,12.0,0.0,12.0,AUD 272,SP 24,1,4
2024-02-24,3.0,9.0,0.0,12.0,AUD 272,SP 24,2,1
2024-02-25,3.0,9.0,0.0,12.0,AUD 272,SP 24,2,2
2024-02-26,3.0,9.0,0.0,12.0,AUD 272,SP 24,2,3
2024-02-27,3.0,9.0,0.0,12.0,AUD 272,SP 24,2,4
2024-03-02,8.0,4.0,0.0,12.0,AUD 272,SP 24,3,6
2024-02-17,0.0,12.0,0.0,12.0,AUD 275,SP 24,1,1
2024-02-18,0.0,12.0,0.0,12.0,AUD 275,SP 24,1,2
2024-02-19,0.0,12.0,0.0,12.0,AUD 275,SP 24,1,3
2024-02-20,0.0,12.0,0.0,12.0,AUD 275,SP 24,1,4
2024-02-24,3.0,9.0,0.0,12.0,AUD 275,SP 24,2,1
2024-02-25,3.0,9.0,0.0,12.0,AUD 275,SP 24,2,2
2024-02-26,3.0,9.0,0.0,12.0,AUD 275,SP 24,2,3
2024-02-27,3.0,9.0,0.0,12.0,AUD 275,SP 24,2,4
2024-03-02,8.0,4.0,0.0,12.0,AUD 275,SP 24,3,6
2024-02-17,0.0,24.0,0.0,24.0,AUD 284,SP 24,1,1
2024-02-18,0.0,24.0,0.0,24.0,AUD 284,SP 24,1,2
2024-02-19,0.0,24.0,0.0,24.0,AUD 284,SP 24,1,3
2024-02-20,0.0,24.0,0.0,24.0,AUD 284,SP 24,1,4
2024-02-24,0.0,24.0,0.0,24.0,AUD 284,SP 24,2,1
2024-02-25,0.0,24.0,0.0,24.0,AUD 284,SP 24,2,2
2024-02-26,0.0,24.0,0.0,24.0,AUD 284,SP 24,2,3
2024-02-27,0.0,24.0,0.0,24.0,AUD 284,SP 24,2,4
2024-03-02,0.0,24.0,0.0,24.0,AUD 284,SP 24,3,6
2024-02-17,0.0,12.0,0.0,12.0,AUD 291,SP 24,1,1
2024-02-18,0.0,12.0,0.0,12.0,AUD 291,SP 24,1,2
2024-02-19,0.0,12.0,0.0,12.0,AUD 291,SP 24,1,3
2024-02-20,0.0,12.0,0.0,12.0,AUD 291,SP 24,1,4
2024-02-24,3.0,9.0,0.0,12.0,AUD 291,SP 24,2,1
2024-02-25,3.0,9.0,0.0,12.0,AUD 291,SP 24,2,2
2024-02-26,3.0,9.0,0.0,12.0,AUD 291,SP 24,2,3
2024-02-27,3.0,9.0,0.0,12.0,AUD 291,SP 24,2,4
2024-03-02,8.0,4.0,0.0,12.0,AUD 291,SP 24,3,6
2024-02-17,0.0,36.0,0.0,36.0,AUD 296,SP 24,1,1
2024-02-18,0.0,36.0,0.0,36.0,AUD 296,SP 24,1,2
2024-02-19,0.0,36.0,0.0,36.0,AUD 296,SP 24,1,3
2024-02-20,0.0,36.0,0.0,36.0,AUD 296,SP 24,1,4
2024-02-24,1.0,35.0,0.0,36.0,AUD 296,SP 24,2,1
2024-02-25,1.0,35.0,0.0,36.0,AUD 296,SP 24,2,2
2024-02-26,1.0,35.0,0.0,36.0,AUD 296,SP 24,2,3
2024-02-27,1.0,35.0,0.0,36.0,AUD 296,SP 24,2,4
2024-03-02,1.0,35.0,0.0,36.0,AUD 296,SP 24,3,6
2024-02-17,0.0,29.0,0.0,29.0,AWP 3,SP 24,1,1
2024-02-18,1.0,28.0,0.0,29.0,AWP 3,SP 24,1,2
2024-02-19,2.0,27.0,0.0,29.0,AWP 3,SP 24,1,3
2024-02-20,3.0,26.0,0.0,29.0,AWP 3,SP 24,1,4
2024-02-24,9.0,20.0,0.0,29.0,AWP 3,SP 24,2,1
2024-02-25,9.0,20.0,0.0,29.0,AWP 3,SP 24,2,2
2024-02-26,9.0,20.0,0.0,29.0,AWP 3,SP 24,2,3
2024-02-27,10.0,19.0,0.0,29.0,AWP 3,SP 24,2,4
2024-03-02,15.0,14.0,0.0,29.0,AWP 3,SP 24,3,6
2024-02-17,0.0,12.0,0.0,12.0,AWP 4A,SP 24,1,1
2024-02-18,0.0,12.0,0.0,12.0,AWP 4A,SP 24,1,2
2024-02-19,0.0,12.0,0.0,12.0,AWP 4A,SP 24,1,3
2024-02-20,0.0,12.0,0.0,12.0,AWP 4A,SP 24,1,4
2024-02-24,3.0,9.0,0.0,12.0,AWP 4A,SP 24,2,1
2024-02-25,3.0,9.0,0.0,12.0,AWP 4A,SP 24,2,2
2024-02-26,3.0,9.0,0.0,12.0,AWP 4A,SP 24,2,3
2024-02-27,3.0,11.0,0.0,14.0,AWP 4A,SP 24,2,4
2024-03-02,5.0,9.0,0.0,14.0,AWP 4A,SP 24,3,6
2024-02-17,0.0,0.0,0.0,0.0,AWP 4B,SP 24,1,1
2024-02-18,0.0,0.0,0.0,0.0,AWP 4B,SP 24,1,2
2024-02-19,0.0,0.0,0.0,0.0,AWP 4B,SP 24,1,3
2024-02-20,0.0,0.0,0.0,0.0,AWP 4B,SP 24,1,4
2024-02-24,75.0,0.0,0.0,0.0,AWP 4B,SP 24,2,1
2024-02-25,75.0,0.0,0.0,0.0,AWP 4B,SP 24,2,2
2024-02-26,75.0,0.0,0.0,0.0,AWP 4B,SP 24,2,3
2024-02-27,117.0,0.0,1.0,0.0,AWP 4B,SP 24,2,4
2024-03-02,397.0,0.0,10.0,0.0,AWP 4B,SP 24,3,6
2024-02-17,0.0,140.0,0.0,140.0,BENG 100,SP 24,1,1
2024-02-18,10.0,130.0,0.0,140.0,BENG 100,SP 24,1,2
2024-02-19,10.0,130.0,0.0,140.0,BENG 100,SP 24,1,3
2024-02-20,15.0,125.0,0.0,140.0,BENG 100,SP 24,1,4
2024-02-24,41.0,99.0,0.0,140.0,BENG 100,SP 24,2,1
2024-02-25,41.0,99.0,0.0,140.0,BENG 100,SP 24,2,2
2024-02-26,41.0,99.0,0.0,140.0,BENG 100,SP 24,2,3
2024-02-27,46.0,94.0,0.0,140.0,BENG 100,SP 24,2,4
2024-03-02,84.0,56.0,0.0,140.0,BENG 100,SP 24,3,6
2024-02-17,0.0,56.0,0.0,56.0,BENG 102,SP 24,1,1
2024-02-18,1.0,55.0,0.0,56.0,BENG 102,SP 24,1,2
2024-02-19,1.0,55.0,0.0,56.0,BENG 102,SP 24,1,3
2024-02-20,1.0,55.0,0.0,56.0,BENG 102,SP 24,1,4
2024-02-24,7.0,49.0,0.0,56.0,BENG 102,SP 24,2,1
2024-02-25,7.0,49.0,0.0,56.0,BENG 102,SP 24,2,2
2024-02-26,7.0,49.0,0.0,56.0,BENG 102,SP 24,2,3
2024-02-27,7.0,49.0,0.0,56.0,BENG 102,SP 24,2,4
2024-03-02,26.0,30.0,0.0,56.0,BENG 102,SP 24,3,6
2024-02-17,0.0,120.0,0.0,120.0,BENG 103B,SP 24,1,1
2024-02-18,4.0,116.0,0.0,120.0,BENG 103B,SP 24,1,2
2024-02-19,5.0,115.0,0.0,120.0,BENG 103B,SP 24,1,3
2024-02-20,14.0,106.0,0.0,120.0,BENG 103B,SP 24,1,4
2024-02-24,23.0,97.0,0.0,120.0,BENG 103B,SP 24,2,1
2024-02-25,23.0,97.0,0.0,120.0,BENG 103B,SP 24,2,2
2024-02-26,23.0,97.0,0.0,120.0,BENG 103B,SP 24,2,3
2024-02-27,34.0,86.0,0.0,120.0,BENG 103B,SP 24,2,4
2024-03-02,97.0,23.0,0.0,120.0,BENG 103B,SP 24,3,6
2024-02-17,0.0,60.0,0.0,60.0,BENG 112B,SP 24,1,1
2024-02-18,5.0,55.0,0.0,60.0,BENG 112B,SP 24,1,2
2024-02-19,7.0,53.0,0.0,60.0,BENG 112B,SP 24,1,3
2024-02-20,25.0,35.0,0.0,60.0,BENG 112B,SP 24,1,4
2024-02-24,41.0,19.0,0.0,60.0,BENG 112B,SP 24,2,1
2024-02-25,41.0,19.0,0.0,60.0,BENG 112B,SP 24,2,2
2024-02-26,41.0,19.0,0.0,60.0,BENG 112B,SP 24,2,3
2024-02-27,47.0,13.0,1.0,60.0,BENG 112B,SP 24,2,4
2024-03-02,52.0,8.0,2.0,60.0,BENG 112B,SP 24,3,6
2024-02-17,0.0,160.0,0.0,160.0,BENG 125,SP 24,1,1
2024-02-18,39.0,121.0,0.0,160.0,BENG 125,SP 24,1,2
2024-02-19,51.0,109.0,0.0,160.0,BENG 125,SP 24,1,3
2024-02-20,77.0,83.0,0.0,160.0,BENG 125,SP 24,1,4
2024-02-24,84.0,76.0,0.0,160.0,BENG 125,SP 24,2,1
2024-02-25,84.0,76.0,0.0,160.0,BENG 125,SP 24,2,2
2024-02-26,84.0,76.0,0.0,160.0,BENG 125,SP 24,2,3
2024-02-27,120.0,40.0,0.0,160.0,BENG 125,SP 24,2,4
2024-03-02,160.0,0.0,4.0,160.0,BENG 125,SP 24,3,6
2024-02-17,0.0,40.0,0.0,40.0,BENG 133,SP 24,1,1
2024-02-18,4.0,36.0,0.0,40.0,BENG 133,SP 24,1,2
2024-02-19,5.0,35.0,0.0,40.0,BENG 133,SP 24,1,3
2024-02-20,7.0,33.0,0.0,40.0,BENG 133,SP 24,1,4
2024-02-24,8.0,32.0,0.0,40.0,BENG 133,SP 24,2,1
2024-02-25,8.0,32.0,0.0,40.0,BENG 133,SP 24,2,2
2024-02-26,8.0,32.0,0.0,40.0,BENG 133,SP 24,2,3
2024-02-27,11.0,29.0,0.0,40.0,BENG 133,SP 24,2,4
2024-03-02,24.0,16.0,0.0,40.0,BENG 133,SP 24,3,6
2024-02-17,0.0,90.0,0.0,90.0,BENG 140B,SP 24,1,1
2024-02-18,6.0,84.0,0.0,90.0,BENG 140B,SP 24,1,2
2024-02-19,6.0,84.0,0.0,90.0,BENG 140B,SP 24,1,3
2024-02-20,14.0,76.0,0.0,90.0,BENG 140B,SP 24,1,4
2024-02-24,26.0,64.0,0.0,90.0,BENG 140B,SP 24,2,1
2024-02-25,26.0,64.0,0.0,90.0,BENG 140B,SP 24,2,2
2024-02-26,26.0,64.0,0.0,90.0,BENG 140B,SP 24,2,3
2024-02-27,32.0,58.0,0.0,90.0,BENG 140B,SP 24,2,4
2024-03-02,46.0,44.0,0.0,90.0,BENG 140B,SP 24,3,6
2024-02-17,0.0,75.0,0.0,75.0,BENG 160,SP 24,1,1
2024-02-18,2.0,73.0,0.0,75.0,BENG 160,SP 24,1,2
2024-02-19,3.0,72.0,0.0,75.0,BENG 160,SP 24,1,3
2024-02-20,19.0,56.0,0.0,75.0,BENG 160,SP 24,1,4
2024-02-24,43.0,32.0,0.0,75.0,BENG 160,SP 24,2,1
2024-02-25,43.0,32.0,0.0,75.0,BENG 160,SP 24,2,2
2024-02-26,43.0,32.0,0.0,75.0,BENG 160,SP 24,2,3
2024-02-27,43.0,32.0,0.0,75.0,BENG 160,SP 24,2,4
2024-03-02,47.0,28.0,2.0,75.0,BENG 160,SP 24,3,6
2024-02-17,0.0,30.0,0.0,30.0,BENG 168,SP 24,1,1
2024-02-18,0.0,30.0,0.0,30.0,BENG 168,SP 24,1,2
2024-02-19,0.0,30.0,0.0,30.0,BENG 168,SP 24,1,3
2024-02-20,1.0,29.0,0.0,30.0,BENG 168,SP 24,1,4
2024-02-24,4.0,26.0,0.0,30.0,BENG 168,SP 24,2,1
2024-02-25,4.0,26.0,0.0,30.0,BENG 168,SP 24,2,2
2024-02-26,4.0,26.0,0.0,30.0,BENG 168,SP 24,2,3
2024-02-27,4.0,26.0,0.0,30.0,BENG 168,SP 24,2,4
2024-03-02,5.0,25.0,0.0,30.0,BENG 168,SP 24,3,6
2024-02-17,0.0,40.0,0.0,40.0,BENG 172,SP 24,1,1
2024-02-18,10.0,30.0,0.0,40.0,BENG 172,SP 24,1,2
2024-02-19,14.0,26.0,0.0,40.0,BENG 172,SP 24,1,3
2024-02-20,33.0,7.0,0.0,40.0,BENG 172,SP 24,1,4
2024-02-24,40.0,0.0,0.0,40.0,BENG 172,SP 24,2,1
2024-02-25,40.0,0.0,0.0,40.0,BENG 172,SP 24,2,2
2024-02-26,40.0,0.0,0.0,40.0,BENG 172,SP 24,2,3
2024-02-27,40.0,0.0,3.0,40.0,BENG 172,SP 24,2,4
2024-03-02,40.0,0.0,12.0,40.0,BENG 172,SP 24,3,6
2024-02-17,0.0,30.0,0.0,30.0,BENG 182,SP 24,1,1
2024-02-18,2.0,28.0,0.0,30.0,BENG 182,SP 24,1,2
2024-02-19,2.0,28.0,0.0,30.0,BENG 182,SP 24,1,3
2024-02-20,16.0,14.0,0.0,30.0,BENG 182,SP 24,1,4
2024-02-24,20.0,10.0,0.0,30.0,BENG 182,SP 24,2,1
2024-02-25,20.0,10.0,0.0,30.0,BENG 182,SP 24,2,2
2024-02-26,20.0,10.0,0.0,30.0,BENG 182,SP 24,2,3
2024-02-27,20.0,10.0,0.0,30.0,BENG 182,SP 24,2,4
2024-03-02,27.0,3.0,0.0,30.0,BENG 182,SP 24,3,6
2024-02-17,0.0,120.0,0.0,120.0,BENG 186A,SP 24,1,1
2024-02-18,14.0,106.0,0.0,120.0,BENG 186A,SP 24,1,2
2024-02-19,18.0,102.0,0.0,120.0,BENG 186A,SP 24,1,3
2024-02-20,36.0,84.0,0.0,120.0,BENG 186A,SP 24,1,4
2024-02-24,47.0,73.0,0.0,120.0,BENG 186A,SP 24,2,1
2024-02-25,47.0,73.0,0.0,120.0,BENG 186A,SP 24,2,2
2024-02-26,47.0,73.0,0.0,120.0,BENG 186A,SP 24,2,3
2024-02-27,64.0,56.0,0.0,120.0,BENG 186A,SP 24,2,4
2024-03-02,102.0,18.0,0.0,120.0,BENG 186A,SP 24,3,6
2024-02-17,0.0,170.0,0.0,170.0,BENG 187A,SP 24,1,1
2024-02-18,12.0,158.0,0.0,170.0,BENG 187A,SP 24,1,2
2024-02-19,16.0,154.0,0.0,170.0,BENG 187A,SP 24,1,3
2024-02-20,66.0,104.0,0.0,170.0,BENG 187A,SP 24,1,4
2024-02-24,119.0,51.0,0.0,170.0,BENG 187A,SP 24,2,1
2024-02-25,119.0,51.0,0.0,170.0,BENG 187A,SP 24,2,2
2024-02-26,119.0,51.0,0.0,170.0,BENG 187A,SP 24,2,3
2024-02-27,123.0,47.0,0.0,170.0,BENG 187A,SP 24,2,4
2024-03-02,140.0,30.0,0.0,170.0,BENG 187A,SP 24,3,6
2024-02-17,0.0,180.0,0.0,180.0,BENG 187D,SP 24,1,1
2024-02-18,61.0,119.0,0.0,180.0,BENG 187D,SP 24,1,2
2024-02-19,74.0,106.0,0.0,180.0,BENG 187D,SP 24,1,3
2024-02-20,100.0,80.0,0.0,180.0,BENG 187D,SP 24,1,4
2024-02-24,108.0,72.0,0.0,180.0,BENG 187D,SP 24,2,1
2024-02-25,108.0,72.0,0.0,180.0,BENG 187D,SP 24,2,2
2024-02-26,108.0,72.0,0.0,180.0,BENG 187D,SP 24,2,3
2024-02-27,128.0,52.0,0.0,180.0,BENG 187D,SP 24,2,4
2024-03-02,150.0,31.0,0.0,181.0,BENG 187D,SP 24,3,6
2024-02-17,0.0,30.0,0.0,30.0,BENG 189,SP 24,1,1
2024-02-18,4.0,26.0,0.0,30.0,BENG 189,SP 24,1,2
2024-02-19,7.0,23.0,0.0,30.0,BENG 189,SP 24,1,3
2024-02-20,11.0,19.0,0.0,30.0,BENG 189,SP 24,1,4
2024-02-24,12.0,18.0,0.0,30.0,BENG 189,SP 24,2,1
2024-02-25,12.0,18.0,0.0,30.0,BENG 189,SP 24,2,2
2024-02-26,12.0,18.0,0.0,30.0,BENG 189,SP 24,2,3
2024-02-27,15.0,15.0,0.0,30.0,BENG 189,SP 24,2,4
2024-03-02,17.0,13.0,0.0,30.0,BENG 189,SP 24,3,6
2024-02-17,0.0,0.0,0.0,0.0,BENG 193,SP 24,1,1
2024-02-18,0.0,0.0,0.0,0.0,BENG 193,SP 24,1,2
2024-02-19,0.0,0.0,0.0,0.0,BENG 193,SP 24,1,3
2024-02-20,0.0,0.0,0.0,0.0,BENG 193,SP 24,1,4
2024-02-24,0.0,0.0,0.0,0.0,BENG 193,SP 24,2,1
2024-02-25,0.0,0.0,0.0,0.0,BENG 193,SP 24,2,2
2024-02-26,0.0,0.0,0.0,0.0,BENG 193,SP 24,2,3
2024-02-27,0.0,0.0,0.0,0.0,BENG 193,SP 24,2,4
2024-03-02,0.0,0.0,0.0,0.0,BENG 193,SP 24,3,6
2024-02-17,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,1,1
2024-02-18,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,1,2
2024-02-19,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,1,3
2024-02-20,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,1,4
2024-02-24,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,2,1
2024-02-25,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,2,2
2024-02-26,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,2,3
2024-02-27,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,2,4
2024-03-02,0.0,9999.0,0.0,9999.0,BENG 196,SP 24,3,6
2024-02-17,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,1,1
2024-02-18,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,1,2
2024-02-19,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,1,3
2024-02-20,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,1,4
2024-02-24,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,2,1
2024-02-25,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,2,2
2024-02-26,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,2,3
2024-02-27,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,2,4
2024-03-02,0.0,9999.0,0.0,9999.0,BENG 197,SP 24,3,6
2024-02-17,0.0,20.0,0.0,20.0,BENG 203,SP 24,1,1
2024-02-18,0.0,20.0,0.0,20.0,BENG 203,SP 24,1,2
2024-02-19,0.0,20.0,0.0,20.0,BENG 203,SP 24,1,3
2024-02-20,0.0,20.0,0.0,20.0,BENG 203,SP 24,1,4
2024-02-24,0.0,20.0,0.0,20.0,BENG 203,SP 24,2,1
2024-02-25,0.0,20.0,0.0,20.0,BENG 203,SP 24,2,2
2024-02-26,0.0,20.0,0.0,20.0,BENG 203,SP 24,2,3
2024-02-27,0.0,20.0,0.0,20.0,BENG 203,SP 24,2,4
2024-03-02,0.0,20.0,0.0,20.0,BENG 203,SP 24,3,6
2024-02-17,0.0,110.0,0.0,110.0,BENG 207,SP 24,1,1
2024-02-18,72.0,38.0,0.0,110.0,BENG 207,SP 24,1,2
2024-02-19,76.0,34.0,0.0,110.0,BENG 207,SP 24,1,3
2024-02-20,85.0,25.0,0.0,110.0,BENG 207,SP 24,1,4
2024-02-24,87.0,17.0,0.0,104.0,BENG 207,SP 24,2,1
2024-02-25,87.0,17.0,0.0,104.0,BENG 207,SP 24,2,2
2024-02-26,87.0,17.0,1.0,104.0,BENG 207,SP 24,2,3
2024-02-27,85.0,19.0,6.0,104.0,BENG 207,SP 24,2,4
2024-03-02,87.0,17.0,12.0,104.0,BENG 207,SP 24,3,6
2024-02-17,0.0,30.0,0.0,30.0,BENG 209,SP 24,1,1
2024-02-18,0.0,30.0,0.0,30.0,BENG 209,SP 24,1,2
2024-02-19,0.0,30.0,0.0,30.0,BENG 209,SP 24,1,3
2024-02-20,0.0,30.0,0.0,30.0,BENG 209,SP 24,1,4
2024-02-24,0.0,30.0,0.0,30.0,BENG 209,SP 24,2,1
2024-02-25,0.0,30.0,0.0,30.0,BENG 209,SP 24,2,2
2024-02-26,0.0,30.0,0.0,30.0,BENG 209,SP 24,2,3
2024-02-27,0.0,30.0,0.0,30.0,BENG 209,SP 24,2,4
2024-03-02,0.0,30.0,0.0,30.0,BENG 209,SP 24,3,6
2024-02-17,0.0,20.0,0.0,20.0,BENG 213,SP 24,1,1
2024-02-18,4.0,16.0,0.0,20.0,BENG 213,SP 24,1,2
2024-02-19,5.0,15.0,0.0,20.0,BENG 213,SP 24,1,3
2024-02-20,5.0,15.0,0.0,20.0,BENG 213,SP 24,1,4
2024-02-24,6.0,14.0,0.0,20.0,BENG 213,SP 24,2,1
2024-02-25,6.0,14.0,0.0,20.0,BENG 213,SP 24,2,2
2024-02-26,6.0,14.0,0.0,20.0,BENG 213,SP 24,2,3
2024-02-27,6.0,14.0,0.0,20.0,BENG 213,SP 24,2,4
2024-03-02,6.0,14.0,0.0,20.0,BENG 213,SP 24,3,6
